DoggieName,Frequency
PICKACHU,2
PICKLE,2
PICUR,2
PIE,2
PIERCE,2
PIKACHU,2
PIN,2
PINGA,2
PIPER AXMITH,2
PIPOCAS,2
PISTACHIO,2
PIVO,2
PO,2
POGS,2
POM POM,2
POMPOM,2
PONO,2
PONYO,2
POOCHI,2
POOKA,2
POPPY PEPPER,2
PORSHA,2
POSEY,2
POTTER,2
POWDER,2
PRANCER,2
PRETA,2
PRETTY,2
PRIM,2
PRIMO,2
PRINCESSA,2
PRIYA,2
PUGGY,2
PUGSY,2
PURDY,2
PUSZEK,2
QUATER,2
QUATTRO,2
QUINTA,2
QUINTON,2
QUINTUS,2
QUIQUI,2
R2,2
RAFAEL,2
RAFFERTY,2
RAFIKI,2
RAGNAR,2
RAINA,2
RAINY,2
RAISIN,2
RAJAH,2
RALPHY,2
RAMPAGE,2
RAMSES,2
RANDOLPH,2
RANGO,2
RANSOM,2
RAPHAEL,2
RAS,2
RASCO,2
RAYA,2
REAGAN,2
REBECCA,2
REED,2
REGGI,2
REGIS,2
REMBRANDT,2
REMO,2
RENNIE,2
RENZO,2
REXI,2
REXX,2
RHODEY,2
RHYS,2
RICA,2
RICKIE,2
RIDDICK,2
RIDER,2
RIDGE,2
RIKKI,2
RINGO STARR,2
RIZZO,2
RJ,2
ROBINSON,2
ROKI,2
ROLLER,2
ROMA,2
ROMOLO,2
ROMULUS,2
ROMY,2
RONI,2
RONIN,2
ROOGIE,2
ROOTY,2
ROSI,2
ROSS,2
ROSSO,2
ROUX,2
ROWDY,2
ROXAS,2
ROYAL,2
ROZA,2
RUA,2
RUBIE,2
RUBY MAX,2
RUCKOUS,2
RUDDER,2
RUEBEN,2
RUEDIGER,2
RUFF,2
RUI,2
RUMBA,2
RUMBLE,2
RUTH,2
RUTHIE,2
RYE,2
RYKER,2
RYLEIGH,2
SADDIE,2
SADDY,2
SADIE MAE,2
SAFFI,2
SAFFIRE,2
SAKI,2
SAKU,2
SAKURA,2
SALTY,2
SAMPAWZ,2
SANTO,2
SAPPHO,2
SARANG,2
SASCHA,2
SASHI,2
SASSI,2
SAVAGE,2
SAXON,2
SAYA,2
SCAR,2
SCHNAPPS,2
SCHOONER,2
SCHULTZ,2
SCHWARTZ,2
SCOOBY DOO,2
SCOOCH,2
SCRUFF,2
SCULLY,2
SEAL,2
SEAN,2
SEEKER,2
SELA,2
SELENA,2
SEQUOIA,2
SERENITY,2
SERGIO,2
SESAME,2
SEYMOUR,2
SHABA,2
SHALA,2
SHANA,2
SHARIK,2
SHAY,2
SHAYA,2
SHELBEY,2
SHENZI,2
SHEPHERD,2
SHERA,2
SHERIFF,2
SHIBA,2
SHIMSHI,2
SHIRAZ,2
SHISHI,2
SHIVER,2
SHMOO,2
SHONA,2
SHORTIE,2
SHREDDER,2
SHREDDIE,2
SHUBIE,2
SHYA,2
SIA,2
SICILY,2
SIGMUND,2
SIMBA JR,2
SIMCHA,2
SIMMY,2
SINATRA,2
SINDU,2
SIOPAO,2
SISI,2
SISSY,2
SITKA,2
SIX,2
SIYAH,2
SKEETER,2
SKOKIE,2
SLATE,2
SLIPPER,2
SMILEY,2
SMIRT,2
SMITTEN,2
SMOKY,2
SMUCKERS,2
SNEAKER,2
SNIFFY,2
SNOOP DOG,2
SNUFFY,2
SODA,2
SOFI,2
SOHO,2
SOJU,2
SOL,2
SOLE MIO,2
SOLEY,2
SOLOMAN,2
SONIA,2
SOOTY,2
SOOZIE,2
SORELLA,2
SORREL,2
SPARKLES,2
SPARROW,2
SPECK,2
SPEEDO,2
SPRING,2
SPRINGER,2
SPRINKLES,2
SPROUT,2
SPYKE,2
SQUEAK,2
STACEY,2
STAN,2
STARKY,2
STARSKY,2
STEFANSSON,2
STEPAN,2
STONE,2
STOUT,2
STRINGER,2
STRYDER,2
STU,2
STUMPY,2
SUHKI,2
SUKIE,2
SULLEY,2
SULU,2
SUNDANCE,2
SUNDAY,2
SUNNIE,2
SUTTON,2
SWEETPEA,2
SWIFFER,2
SYD,2
T,2
T BONE,2
T-BONE,2
T.J.,2
TABBY,2
TACOMA,2
TAEGAN,2
TAIA,2
TAICHI,2
TAIKO,2
TAILOR,2
TAJ,2
TAKODA,2
TALI,2
TALLI,2
TALLY,2
TANA,2
TANG TANG,2
TAO TAO,2
TARRA,2
TASCHA,2
TASMAN,2
TATTOO,2
TAVISH,2
TAYA,2
TAZER,2
TAZI,2
TAZZY,2
TBONE,2
TEAGHAN,2
TEDY,2
TEEKA,2
TEJO,2
TEKA,2
TENGO,2
TENNESSEE,2
TEQUILLA ROS,2
THATCHER,2
THETA SIGMA,2
THUMBI,2
TI,2
TIAH,2
TICA,2
TIFFY,2
TIGER LILY,2
TIKKI,2
TIKVA,2
TILDA,2
TIM BIT,2
TIMMIE,2
TIMOTHY,2
TINDER,2
TINK,2
TINKERBELLE,2
TINO,2
TIO,2
TOFINO,2
TOOPY,2
TOOTS,2
TOPHER,2
TOPI,2
TOPO,2
TORA,2
TORUS,2
TOSHKA,2
TOTTI,2
TOY,2
TREBLE,2
TRENT,2
TREVI,2
TREX,2
TREY,2
TRINA,2
TRIPP,2
TRIPPER,2
TRIXI,2
TRUMP,2
TUBBS,2
TUBBY,2
TUCKAMORE,2
TUG,2
TUGA,2
TULI,2
TULIP,2
TUMAN,2
TURTLE,2
TUUKKA,2
TUULLA,2
TWINKS,2
TWISTER,2
TYKEE,2
TYNAN,2
TYRION,2
ULYSSES,2
UMI,2
UNA,2
URSU,2
UZI,2
VADER,2
VALENTINA,2
VALENTINO,2
VASCO,2
VASH,2
VENICE,2
VENYA,2
VERA,2
VERN,2
VERNE,2
VERONICA,2
VESPER,2
VIDA,2
VIDIA,2
VIENNA,2
VIGGO,2
VIGO,2
VIKING,2
VIKKI,2
VINCE,2
VIRGIL,2
WAFFLES,2
WAGS,2
WALL-E,2
WALLIS,2
WEAVER,2
WEDNESDAY,2
WELLESLEY,2
WELLY,2
WENDEL BARK,2
WERTHERS,2
WEYLYN,2
WHEELS,2
WHINNIE,2
WHISKERS,2
WHITNEY,2
WILE E,2
WILLI,2
WINKIE,2
WINSLOW,2
WOLFE,2
WOODS,2
WORLD BOSS,2
WREN,2
WRIGGLEY,2
WYNNE,2
XAVI,2
XIAO HEI,2
XIXI,2
YA YA,2
YANA,2
YARRO,2
YATA,2
YO YO,2
YOFI,2
YOKO,2
YORKIE,2
ZAB,2
ZACHARY,2
ZANDER,2
ZANE,2
ZEEKO,2
ZEPPY,2
ZHUANGZHUANG,2
ZICO,2
ZIGGIE,2
ZILA,2
ZIMA,2
ZINNIA,2
ZINZI,2
ZIRKA,2
ZOLA,2
ZONA,2
ZOOEY,2
ZOOMER,2
ZORA,2
ZORBA,2
ZUCA,2
ZULU,2
ZURI,2
 BLAZE,1
 BOUNCER,1
 BUDDY,1
"""EVE"" N STEV",1
(MECHO) BOO,1
(REMY) COMTE,1
09851700EMMA,1
1 NAME??,1
12,1
2 NAME??,1
2-DO,1
210,1
A MI,1
AALIYAH,1
AALYIAH,1
AARON,1
AARYN,1
AATHI,1
ABACO,1
ABAGAIL,1
ABANY,1
ABBOTT,1
ABBY LITSOS,1
ABBY SHOJI,1
ABE,1
ABERCROMBIE,1
ABHI,1
ABIGAIL(ABBE,1
ABNER,1
ABOY,1
ABU,1
ACADIE,1
ACE AMADEUS,1
ACHEBE,1
ACON,1
ACORN,1
ACTION,1
ADAMA,1
ADDA,1
ADELITA,1
ADES,1
ADI,1
ADIE,1
ADIKIS,1
ADJEY,1
ADOLF,1
ADORA,1
ADRENALINE,1
ADRIAN,1
AELWEN,1
AEON,1
AFI,1
AFRICA,1
AGACH,1
AGAPI,1
AGATHA,1
AGRON,1
AH B,1
AH MON,1
AHA,1
AHMI,1
AHNI,1
AHOY,1
AHSOKA TANO,1
AI,1
AIDA,1
AIGO,1
AIKO CAMPOS,1
AILA,1
AIME  (EM),1
AIMER,1
AIOLI,1
AIREAL,1
AIRLIE,1
AISLING,1
AIYA,1
AIZEK,1
AJA(ASIA),1
AJI,1
AJUM,1
AKA,1
AKARI,1
AKASHA,1
AKIBA,1
AKILA,1
AKILI,1
AKIRO,1
AKKA,1
AL PACINO,1
ALANNA,1
ALBERT CRIMI,1
ALBY,1
ALDEN,1
ALEANA,1
ALEF,1
ALEJANDRO,1
ALEXANDER,1
ALEXI,1
ALEXIUS,1
ALEXUS,1
ALFALFA,1
ALFONSO,1
ALFONZO,1
ALFRED PENNY,1
ALIBI,1
ALICIA,1
ALIENE,1
ALIIKAI,1
ALINDA,1
ALISE,1
ALIZE,1
ALIZEAH,1
ALIZEE,1
ALLAN,1
ALLAN CALICA,1
ALLEN MARK,1
ALLIE WENDY,1
ALLIGATOR,1
ALLIKA,1
ALLISON,1
ALLISTER,1
ALLISYN,1
ALLUV,1
ALMENDRA,1
ALMOND BOBO,1
ALOMAR,1
ALONZO,1
ALPHY,1
ALPI,1
ALTA,1
ALVAR,1
ALY SABRINA,1
AMANTE,1
AMAVEL,1
AMAYA,1
AMBER LILLY,1
AMBROSE,1
AMBROZE,1
AMELIE,1
AMI JAMES,1
AMIGA,1
AMIRA,1
AMMO,1
AMOR,1
AMORA,1
AMORCITO,1
AMOS,1
AMOY,1
AMSTERDAM,1
AMY BLUE,1
ANA,1
ANABELA,1
ANAIS,1
ANANAS,1
ANASTASIA,1
ANCAR,1
ANCHA,1
ANCHOR,1
ANDORINHA,1
ANDREAS,1
ANDREW MANUC,1
ANDROID,1
ANDURINHA,1
ANDY PANDY,1
ANDY-MERCEDE,1
ANEKO,1
ANEMONE,1
ANFIELD,1
ANGEL BABY,1
ANGEL CRUZ,1
ANGEL DAGOO,1
ANGEL GINGER,1
ANGELA,1
ANGELI,1
ANGELICA,1
ANGELL,1
ANGELOS,1
ANGELOU,1
ANGO,1
ANGUS BIGNEY,1
ANGUS MCDUFF,1
ANGUSBAXTER,1
ANI,1
ANIE,1
ANIKI,1
ANITA,1
ANJEL,1
ANNA-BELLE,1
ANNBUS,1
ANNETTE,1
ANNI YUKI,1
ANNIE BEAR,1
ANNIE LAURIE,1
ANNIE OAKLEY,1
ANNIE TOO,1
ANNIKAN,1
ANO,1
ANSEL,1
ANSELMO,1
ANTHONY,1
ANTHONY  DYS,1
ANTHOS,1
ANTOINETTE,1
ANTONIA,1
ANU,1
ANUBIS,1
AOIBHEANN,1
APHRODITE,1
APOU,1
APPLE BABY,1
APPLE LEUNG,1
APPLE PIE,1
APPLEBLOSSOM,1
APPLES,1
APRICOT,1
APSLIE,1
AQUA,1
ARABELLA,1
ARAGORN,1
ARAN,1
ARBY,1
ARCANINE,1
ARCEE,1
ARCHI,1
ARCHIBALD,1
ARDEE,1
ARDENNE,1
ARDI,1
ARDMAY,1
ARDUNN,1
ARDY,1
AREA,1
ARES BEERA,1
ARGYLE,1
ARGYLL,1
ARHTUR,1
ARISCA,1
ARISTOTLE,1
ARIYA,1
ARIZONA,1
ARJUN,1
ARKADY,1
ARKHAM,1
ARLAND,1
ARLEN,1
ARLEY,1
ARMONDO,1
ARMY,1
ARNO,1
ARONGE,1
ARPAD,1
ARRI,1
ART,1
ART VANDELAY,1
ARTEMON,1
ARTHAS,1
ARTO,1
ARTUR,1
ARTY,1
ARWEN,1
ARYAN PRABHU,1
ASAL,1
ASHANTI,1
ASHBY,1
ASHIS,1
ASHLIN,1
ASHTON,1
ASHY,1
ASIA- BLU,1
ASILI,1
ASK HER,1
ASKAL,1
ASKER,1
ASKIM,1
ASKR(ASKAR),1
ASLAN,1
ASPROULIS,1
ASSA,1
ASSAD,1
ASSAL,1
ASSATA,1
ASTERIK,1
ASTI,1
ASTON MARTIN,1
ASTOR,1
ASTRA,1
ASTRIS,1
ATHIS,1
ATHOO,1
ATHOS,1
ATI,1
ATIA,1
ATIQ,1
ATLIN,1
ATOMIC,1
ATREYU,1
ATTINA,1
ATYLA,1
AUBREE,1
AUDDIE,1
AUDRA,1
AUDREY DORAN,1
AUGUR,1
AUGUSTMOJO,1
AUGUSTUS,1
AULAY,1
AURO,1
AURYN,1
AUSTIE,1
AUTANA,1
AUTO,1
AUTOMATON,1
AUTUMN PATCH,1
AUZI,1
AUZZI,1
AVA TESORO,1
AVALANCHE,1
AVALENCHE,1
AVE CEZAR,1
AVEE,1
AVEENA,1
AVENGER,1
AVON B,1
AXLE PALMA,1
AYDEN,1
AYLA,1
AYVA,1
AZAYAH,1
AZORE,1
AZULITA,1
AZZURRI,1
B OR BEANS,1
B.B,1
BA'AL,1
BAADSHAH,1
BABA 'JI',1
BABA GHANOUJ,1
BABAA,1
BABAR,1
BABBA,1
BABBLE,1
BABOO,1
BABRY,1
BABS,1
BABUR,1
BABY (YOUL),1
BABY DOLL,1
BABYBOY,1
BABYCAKES,1
BAD,1
BADGE,1
BADSHAA,1
BADSHAH,1
BAELA,1
BAER,1
BAFFY,1
BAGGIE,1
BAGHEERA,1
BAGLEY,1
BAGS,1
BAGU,1
BAH JO,1
BAIGEL,1
BAIGI,1
BAILEY BASH,1
BAILEY LEUNG,1
BAILEY/OREO,1
BAILLIE,1
BAILS,1
BAIRE,1
BAIRN,1
BAJA,1
BAKERLOO,1
BAKKU,1
BALDUR,1
BALKI,1
BALLIE,1
BALLU,1
BALMER,1
BALVENIE,1
BAM,1
BAMBUI,1
BAMSE SNOW,1
BANANAS,1
BANANO,1
BANBAN,1
BANDITO,1
BANDITT,1
BANDON,1
BANDY,1
BANKS,1
BANONG,1
BANTAM,1
BANXY,1
BANY,1
BANYO,1
BAO,1
BAOBAO,1
BARAK,1
BARAN,1
BARBAI,1
BARBARO,1
BARBE,1
BARBER,1
BARFIELD,1
BARGANESE,1
BARKLAY,1
BARKLEE,1
BARKLEY Q,1
BARLEY MOWAT,1
BARLEY ONON,1
BARNARD,1
BARNES,1
BARNIE,1
BARNSTABLE,1
BARRETT,1
BARRINGTON,1
BARRON,1
BARS,1
BARTLEY,1
BARTOK,1
BARXDALE,1
BAS,1
BASHAN,1
BASHIE,1
BASILE,1
BASKER,1
BASS (BASE),1
BASSIE,1
BAT,1
BATALHA,1
BATHIA,1
BATISTA,1
BATUFFOLO,1
BAUER HARLEY,1
BAUX,1
BAVER,1
BAWGO,1
BAWS,1
BAX,1
BAXFER,1
BAXSTER,1
BAY TOE BEN,1
BAYDA,1
BAYE,1
BAYLEIGH,1
BAYLY,1
BAYON,1
BAZ,1
BAZIL,1
BAZYL,1
BD,1
BE BE,1
BEACHER,1
BEAKEN,1
BEAKER,1
BEAMBO,1
BEANEH,1
BEANY,1
BEAR BEAR,1
BEAR GOMES,1
BEARBE,1
BEARBEAR,1
BEARINGTON,1
BEARNESS,1
BEARTJE,1
BEARYL,1
BEASLEA,1
BEASLEY,1
BEATRIX,1
BEATRIX KIDD,1
BEATRIZ,1
BEATZ,1
BEAU II,1
BEAU-BEAU,1
BEAUFORD,1
BEAUFORT,1
BEAUJAIS,1
BEAUMONT,1
BEAUREGARDE,1
BEAUREGUARD,1
BEAUX GINGER,1
BEBE YU,1
BEBITTE,1
BEBOO,1
BECALL,1
BECKLEY,1
BECKY G,1
BEEBE,1
BEECHER,1
BEEJAY FAN,1
BEELEE,1
BEEMER,1
BEEMO,1
BEEMSTER,1
BEENIE,1
BEESHMA,1
BEEST,1
BEEZY,1
BEJAY,1
BEKKAS,1
BEKKI,1
BEL,1
BELFE,1
BELFUSTO,1
BELGAS,1
BELINDA,1
BELINHA,1
BELLA BEAR,1
BELLA DONNA,1
BELLA FLOWER,1
BELLA LEE,1
BELLA LEORA,1
BELLA MAY,1
BELLA MIA,1
BELLA TRIGGS,1
BELLAMIE,1
BELLATRIX,1
BELLINA,1
BELLMONT,1
BELOY,1
BELUGA,1
BEN AFFLECK,1
BEN BEN,1
BEN KING,1
BENBEN,1
BENCHLEY,1
BENDIGO,1
BENEFICA,1
BENITO,1
BENJAMEN,1
BENJI ASHLEY,1
BENJY,1
BENLY,1
BENNI,1
BENNO NAME,1
BENNYBOOBOO,1
BENVOLIO,1
BENY,1
BENZ,1
BENZI,1
BEQ,1
BERESFORD,1
BERG,1
BERGDORF,1
BERKAM,1
BERLOW,1
BERNARD,1
BERNINI,1
BERNOULLI,1
BERRA,1
BERSIK,1
BESSY,1
BETA,1
BETARAYBILL,1
BETCY,1
BETHELL,1
BETHOBEN,1
BETO,1
BETSIE,1
BETSY BLUE,1
BETTY BOOP,1
BETTY BOU,1
BETTY RU,1
BETTY WHITE,1
BEULA,1
BEULAH,1
BEW BEW,1
BEXLEY,1
BEY,1
BG,1
BHABOO,1
BHIM,1
BHOPI,1
BI BI,1
BIBA,1
BIBI WANG,1
BIBO,1
BIBY,1
BICA,1
BICKENS,1
BIDI,1
BIDOG,1
BIDONG,1
BIELKA,1
BIF,1
BIG B,1
BIG BEN,1
BIG DADDY,1
BIG GUY,1
BIG POPPA,1
BIG RUSSEL,1
BIGBY WOLF,1
BIGOUDI,1
BIGZ,1
BIJI,1
BIJU,1
BILBO,1
BILI,1
BILKA,1
BILLA,1
BILLABONG,1
BILLEIGH,1
BILLI,1
BILLIE-JO,1
BILLO,1
BILO,1
BILYI,1
BIM,1
BIMBO,1
BINGAN,1
BINGO ARTHUR,1
BINH,1
BINKEY,1
BINNY,1
BIONDA,1
BIRCH,1
BIRCHBARK,1
BIRD,1
BIRDY,1
BIRITA,1
BISCO,1
BISON,1
BISQET,1
BISSLI,1
BITSY,1
BITZ,1
BITZI,1
BIXBY,1
BIXIE,1
BIZ,1
BIZOU,1
BIZU,1
BIZY,1
BIZZIE,1
BJANKA,1
BJERN,1
BJOCA(BJOKA),1
BLACK BEAR,1
BLACK ICE,1
BLACK-JACK,1
BLACKEY,1
BLACKFOOT,1
BLACKY/PRINC,1
BLAINE,1
BLAKI,1
BLAKIE,1
BLANCA,1
BLANCHERE,1
BLANKET,1
BLESSING,1
BLINK,1
BLINKY,1
BLINTZY,1
BLITZEN,1
BLONDY,1
BLOO,1
BLOOMBERG,1
BLOOMINGTON,1
BLOOMSBURY,1
BLOSSOME,1
BLU H,1
BLUE BANDIT,1
BLUE BELLE,1
BLUE BERRY,1
BLUE EYE,1
BLUE IVY,1
BLUEBELL,1
BLUES,1
BLUEY,1
BLUMA,1
BLYVOOR,1
BMO,1
BNBON,1
BO BANKS,1
BO DIDLEY,1
BO PEEP,1
BO-JO,1
BOADY,1
BOAGY,1
BOB BJ 11,1
BOB HAUFLER,1
BOBA,1
BOBBIE ANN,1
BOBBO,1
BOBBY CHENG,1
BOBBY MCGEE,1
BOBEAU,1
BOBO II,1
BOBO MA,1
BOBSEY,1
BOBSI,1
BOCA NEGRA,1
BOCCI,1
BODDLE,1
BODE,1
BODEY,1
BODHISATTVA,1
BODI,1
BODOQUE,1
BOE,1
BOEFFIE,1
BOEN,1
BOFFI,1
BOGAN,1
BOGANCS,1
BOGAR,1
BOGS,1
BOHANNON,1
BOHIO,1
BOIZEE,1
BOJTAR,1
BOLDER,1
BOLEK,1
BOLERO,1
BOLIN,1
BOLINA,1
BOLINHAS,1
BOLLSY,1
BOLLY,1
BOLTON,1
BOM,1
BOMBO,1
BON BON,1
BONAPART,1
BONAPARTE,1
BONBON,1
BONCUK,1
BONE,1
BONECA,1
BONG,1
BONHAM,1
BONI,1
BONIE,1
BONNEY,1
BONNIE JEAN,1
BONNNIE,1
BONSAI'S BOO,1
BONY,1
BONZO,1
BONZO MADRID,1
BOOBA,1
BOOBIE,1
BOOBY,1
BOOGER,1
BOOGIEMAN,1
BOOGLE,1
BOOH,1
BOOKSHY,1
BOOM BOOM,1
BOOMBOOM,1
BOOMERANG,1
BOOT,1
BOOTY,1
BORA,1
BORACAS,1
BORDEN,1
BORI,1
BORU,1
BOSH JANES,1
BOSKO,1
BOSWELL,1
BOSY,1
BOTLEY,1
BOTWIN,1
BOU BOU,1
BOUBA,1
BOUCLE FRISE,1
BOUDICCA,1
BOUGIE,1
BOUIE,1
BOULDER,1
BOULEAU,1
BOUNCE,1
BOUNCER,1
BOUNTY,1
BOVERIN,1
BOWDEN,1
BOWLO,1
BOWMORE,1
BOWY,1
BOYBOY,1
BOYCOTT,1
BOYKO,1
BOZ,1
BOZIE,1
BOZZ,1
BRACKEN,1
BRAD,1
BRADEN,1
BRADIE,1
BRADYWEXLER,1
BRAHAM,1
BRAHMA HUMPH,1
BRAIN,1
BRAN,1
BRANDEN,1
BRANDINE,1
BRANQUINHA,1
BRANSON,1
BRANT,1
BRASS,1
BRAT,1
BRATISLAVA,1
BRAUN,1
BRAVA,1
BRAVO,1
BRAWLEY,1
BRAXTON,1
BRAZIL,1
BREAH,1
BREANNA,1
BREANNE,1
BRECKIN,1
BREESHA,1
BREEZI,1
BREGHA,1
BRELLA,1
BREN,1
BRENDA,1
BRENDAN,1
BRENNAN,1
BREO,1
BREW,1
BREWSKI,1
BREWSKY,1
BREYER,1
BRIA,1
BRIANNA,1
BRICE,1
BRICIN,1
BRICSOE,1
BRIDEY,1
BRIDGETTE,1
BRIDGITTE,1
BRIG,1
BRIGADIER,1
BRIGHT,1
BRIGHTON,1
BRIGITTE,1
BRILHANTE,1
BRILLA,1
BRINCOS,1
BRINDLE,1
BRINI,1
BRINKS,1
BRISAS,1
BRISCO,1
BRISTOL,1
BRIT,1
BRITA,1
BRITANNIA,1
BRITCY,1
BRITT,1
BRITTA,1
BRITTAIN,1
BRITTAN,1
BRIXBY,1
BRNJO,1
BRO,1
BROADY,1
BROCCOLI,1
BROCHE,1
BROCK,1
BROCKBEN,1
BRODI,1
BRODY BO,1
BROKER,1
BRONIA,1
BRONK,1
BRONO,1
BRONWYN,1
BROOKLINN,1
BROOKS,1
BROOSTER,1
BROPHY,1
BROSCOE,1
BROWN,1
BROWN DOG,1
BROWN SUGAR,1
BROWNING,1
BROWZER,1
BRUCE DONSKY,1
BRUCE WAYNE,1
BRUCIE,1
BRUCKNER,1
BRUGES,1
BRULEE,1
BRUNHILDA,1
BRUNI,1
BRUSH,1
BRUSKIE,1
BRUSSELS,1
BRUTIS,1
BRUZZI,1
BRYAR,1
BRYNJA,1
BRYNN,1
BRYS,1
BRYSON,1
BUBBIE,1
BUBBLES YAO,1
BUBEE,1
BUBI,1
BUBU,1
BUCA,1
BUCCA,1
BUCCI,1
BUCHANAN,1
BUCK EYE,1
BUCK THUMPER,1
BUCKETS,1
BUCKEY,1
BUCKIE,1
BUCKLES,1
BUCKLY,1
BUCKS,1
BUDDACUP,1
BUDDAH,1
"BUDDY ""GUY""",1
BUDDY J,1
BUDDY LOVE,1
BUDDY MEDEIR,1
BUDDY W.,1
BUDDYSULIVAN,1
BUDGER,1
BUDWEISER,1
BUDY,1
BUELLER,1
BUENA,1
BUFF,1
BUFFETT,1
BUFFY BROWN,1
BUG,1
BUGGIE,1
BUGGOY,1
BUGGS,1
BUGS,1
BUGSEY,1
BUGSIE,1
BUGSLY,1
BUGZIE,1
BUKSHI,1
BUKSI,1
BULA,1
BULLEIT,1
BULLITT,1
BULLSEYE,1
BULLZIE,1
BULUE,1
BULUT,1
BUMBUM,1
BUMI,1
BUMPY,1
BUMZY,1
BUN,1
BUNDLE,1
BUNDY,1
BUNGEE,1
BUNK,1
BUNNI,1
BUNNY BEE,1
BUNSO,1
BURBERRY,1
BURD,1
BURDOCH,1
BUREK,1
BURKELEY,1
BURLY,1
BUSA,1
BUSBY,1
BUSHOO,1
BUSKI,1
BUSTER BROWN,1
BUSTERJONES,1
BUT CHI,1
BUTTER CUP,1
BUTTER SCOTC,1
BUTTER-SCOTC,1
BUTTERBALL,1
BUTTERCUP 2,1
BUTTERFLY,1
BUTTERNUTS,1
BUZYKA,1
BV,1
BYOU,1
BYRNIE,1
BYUL,1
BZAR BZAR,1
C J,1
C.C.,1
C.C. BLOOM,1
C.J.,1
C.J. FACTOR,1
CABER,1
CABO,1
CABOT,1
CACAO,1
CACHE,1
CACHITO,1
CACHO,1
CACHORRO,1
CACHOU,1
CACI,1
CACO,1
CADDI,1
CADDIE,1
CADDY,1
CADENCE,1
CADI,1
CADILLAC,1
CADY,1
CADYNA,1
CAESER,1
CAICOS,1
CAILAB,1
CAILEAG,1
CAILEIGH,1
CAILEY,1
CAIOMHE,1
CAITLAN,1
CAITY,1
CAL,1
CALAIS,1
CALE,1
CALEIDH,1
CALEY,1
CALI JANELLE,1
CALIA,1
CALICO,1
CALIEE,1
CALLAWAY,1
CALLEIGH,1
CALLIE PI,1
CALLIOEPE,1
CALOGERO,1
CALON,1
CALVIN SIERR,1
CALY,1
CAM,1
CAM'RON,1
CAMDEN,1
CAMERO,1
CAMERON,1
CAMIE,1
CAMILA,1
CANAN,1
CANCUN,1
CANDIE,1
CANDIS,1
CANI,1
CANICA,1
CANNELLE,1
CANNOLI,1
CANNON,1
CANU,1
CANYON,1
CANYON DUNNE,1
CAO,1
CAP,1
CAP. CHARLIE,1
CAPI,1
CAPONE2,1
CAPPIE,1
CAPTAIN HOOK,1
CAPTAIN JACK,1
CAPTIAN PO,1
CAPULLO,1
CARAVAGGIO,1
CARBIDE,1
CARDIFF,1
CAREY,1
CARLEE,1
CARLEIGH,1
CARLETON,1
CARLIN,1
CARLO,1
CARLOTTA,1
CARLSON,1
CARMA,1
CARMELA,1
CARMELITA,1
CARMELLA,1
CARMY,1
CARNEL,1
CARNIE,1
CAROL,1
CAROL ADCOCK,1
CAROLINA,1
CAROTA,1
CAROTTE,1
CARRIE RICHA,1
CARSEY,1
CARUCCIO,1
CARVER,1
CASANOVA,1
CASANOVA F,1
CASE,1
CASEE,1
CASEY A,1
CASEY JEAN,1
CASH MONEY,1
CASHIS,1
CASIA,1
CASINO,1
CASS,1
CASSEY,1
CASSIE LOTUS,1
CASSY,1
CASTANHO,1
CASTIEL,1
CASTOR,1
CAT,1
CATALEYA,1
CATALINA,1
CATCHER,1
CATHY,1
CAUA,1
CAY CE,1
CAYDEN,1
CAYE,1
CAYLEIGH,1
CAYLEY,1
CAYMAN,1
CAYMUS,1
CAYUGA,1
CCAMI,1
CD,1
CEANA,1
CEBA,1
CECILE,1
CECILLA,1
CEDE,1
CEDILLE,1
CEE-LO,1
CEILEIDH,1
CEILIDH(KAYL,1
CEJD,1
CELLA,1
CELO,1
CENA,1
CESIE,1
CHA SIU BAO,1
CHACE,1
CHACHA,1
CHAD,1
CHAILO,1
CHAINNIGH,1
CHAINSAW,1
CHAKITA,1
CHAKRA,1
CHALICE,1
CHALLENGER,1
CHALO,1
CHAMPY,1
CHAMPZ,1
CHANCE (2),1
CHANCHO,1
CHANCIE,1
CHANCY,1
CHANELL,1
CHANELLI,1
CHANEY,1
CHANGO,1
CHANNA,1
CHANSA,1
CHANTAL,1
CHANTEL,1
CHANTELLE,1
CHANTICO,1
CHAP,1
CHAPARO,1
CHARCO,1
CHARDONNAY,1
CHARITY,1
CHARKIE,1
CHARKY,1
CHARLEMAGNE,1
CHARLENE,1
CHARLIE BRWN,1
CHARLO,1
CHARLOT,1
CHARLOTTE IS,1
CHARO,1
CHASKA,1
CHASSIS,1
CHATA,1
CHATITO,1
CHAUNCIE,1
CHAUSSETTE,1
CHAVETT,1
CHAVO,1
CHAY,1
CHAYNA,1
CHAYSE,1
CHEAKUR,1
CHECO,1
CHEEBA,1
CHEECHA,1
CHEEKA,1
CHEENA,1
CHEERIO,1
CHEERS,1
CHEESE,1
CHEESEBURGER,1
CHEEVER,1
CHELL,1
CHELSE,1
CHELSEA ROSE,1
CHELSEE,1
CHELSIE,1
CHEMNA,1
CHEN,1
CHENCHO,1
CHENGIS,1
CHEPPY,1
CHER,1
CHERI,1
CHEROKEE,1
CHESNEY,1
CHESS,1
CHESSY,1
CHESTERBRYCE,1
CHESTET,1
CHETOS,1
CHETTO,1
CHEVI,1
CHEVRON,1
CHEVVY,1
CHEVYSHEEVA,1
CHEW BACCA,1
